,loss,accuracy,val_loss,val_accuracy
0,2.219632625579834,0.4421660900115967,1.694454550743103,0.5356918573379517
1,1.5852069854736328,0.556119978427887,1.5245565176010132,0.5672770738601685
2,1.4664684534072876,0.5810824632644653,1.4554052352905273,0.5835914015769958
3,1.399082064628601,0.5975960493087769,1.415873646736145,0.5956981182098389
4,1.3487087488174438,0.6111530065536499,1.3914954662322998,0.6027108430862427
5,1.308265209197998,0.6227239966392517,1.3687347173690796,0.6111709475517273
6,1.2723382711410522,0.6321378946304321,1.3540199995040894,0.6158161759376526
7,1.240346908569336,0.6397985816001892,1.35151207447052,0.6166576743125916
8,1.2114999294281006,0.6475574970245361,1.3420720100402832,0.6214150786399841
9,1.1837522983551025,0.6549853682518005,1.340288758277893,0.6236816048622131
10,1.1588268280029297,0.6605786681175232,1.33843994140625,0.6264642477035522
11,1.1331170797348022,0.6682730317115784,1.3423717021942139,0.6248709559440613
12,1.1093549728393555,0.6735522150993347,1.3407875299453735,0.6295722723007202
13,1.0858343839645386,0.679888904094696,1.3486164808273315,0.6304474472999573
14,1.0626990795135498,0.6857683658599854,1.352199912071228,0.6288092732429504
15,1.0411622524261475,0.6914066076278687,1.3575462102890015,0.6283043622970581
16,1.02004075050354,0.6960546374320984,1.3687314987182617,0.6290561556816101
17,0.9973899722099304,0.7029299139976501,1.3769893646240234,0.6287643909454346
18,0.976448655128479,0.7088149785995483,1.3873794078826904,0.6284278035163879
19,0.9554674625396729,0.7149104475975037,1.3981432914733887,0.627227246761322
