,loss,accuracy,val_loss,val_accuracy
0,3.6391704082489014,0.24320466816425323,3.6131064891815186,0.24447748064994812
1,3.623579502105713,0.24342907965183258,3.6155178546905518,0.24447748064994812
2,3.6220600605010986,0.24342907965183258,3.6169793605804443,0.24447748064994812
3,3.620958089828491,0.24342907965183258,3.6129202842712402,0.24447748064994812
4,3.620070219039917,0.24342907965183258,3.6137008666992188,0.24447748064994812
5,3.618950843811035,0.24342907965183258,3.614917755126953,0.24447748064994812
6,3.6179006099700928,0.24342907965183258,3.614415407180786,0.24447748064994812
7,3.616541624069214,0.24342907965183258,3.616732120513916,0.24447748064994812
8,3.6144356727600098,0.24342907965183258,3.6166610717773438,0.24447748064994812
9,3.6118268966674805,0.24342907965183258,3.619058847427368,0.24447748064994812
