,loss,accuracy,val_loss,val_accuracy
0,2.3020122051239014,0.4299050569534302,1.7251720428466797,0.530227541923523
1,1.595770239830017,0.5560807585716248,1.5370593070983887,0.5677931904792786
2,1.4687037467956543,0.5831217765808105,1.4574238061904907,0.5866657495498657
3,1.3983302116394043,0.6016662120819092,1.4168552160263062,0.5967977046966553
4,1.3422973155975342,0.6162611246109009,1.390588641166687,0.6050558686256409
5,1.2946668863296509,0.6290326714515686,1.3762524127960205,0.6087361574172974
6,1.2524291276931763,0.6394479870796204,1.3545619249343872,0.6175328493118286
7,1.213011622428894,0.650213897228241,1.3524707555770874,0.619462788105011
8,1.1765981912612915,0.6592799425125122,1.3508899211883545,0.6222678422927856
9,1.1402546167373657,0.6687555313110352,1.3510717153549194,0.6248372793197632
10,1.1052381992340088,0.677916944026947,1.353289008140564,0.6252076029777527
11,1.071506142616272,0.6867669820785522,1.3609203100204468,0.6245680451393127
12,1.0386626720428467,0.6951345801353455,1.371780514717102,0.6256563663482666
13,1.0053011178970337,0.7041332721710205,1.3851981163024902,0.6244894862174988
14,0.9736766815185547,0.7133367657661438,1.3940091133117676,0.6254432201385498
15,0.9412418007850647,0.7209441661834717,1.416401982307434,0.6242313981056213
16,0.9118972420692444,0.7295333743095398,1.434457778930664,0.6242089867591858
17,0.8821226358413696,0.7379935383796692,1.4529999494552612,0.6215721964836121
18,0.8524274826049805,0.7461254596710205,1.4719761610031128,0.6230196356773376
19,0.8240212798118591,0.7542125582695007,1.4924492835998535,0.6216843724250793
