,loss,accuracy,val_loss,val_accuracy
0,2.8741164207458496,0.3241840600967407,2.208501100540161,0.4266527593135834
1,2.0460710525512695,0.4584496319293976,1.8399641513824463,0.503388524055481
2,1.811067819595337,0.5106186866760254,1.6958061456680298,0.5365894436836243
3,1.7076396942138672,0.5312809348106384,1.6341731548309326,0.5439836382865906
4,1.6512320041656494,0.5415335297584534,1.5916446447372437,0.5518491268157959
5,1.614206314086914,0.5477748513221741,1.5666069984436035,0.5560791492462158
6,1.5881845951080322,0.5522181391716003,1.546051025390625,0.5602643489837646
7,1.5649391412734985,0.556911051273346,1.5272983312606812,0.5664131045341492
8,1.5472350120544434,0.5606979131698608,1.512961983680725,0.5690835118293762
9,1.5304296016693115,0.564010739326477,1.4988367557525635,0.5715070962905884
