,loss,accuracy,val_loss,val_accuracy
0,2.9933319091796875,0.2796550691127777,2.4662487506866455,0.353302001953125
1,2.34829044342041,0.39024144411087036,2.17413592338562,0.4407764971256256
2,2.1390492916107178,0.45056894421577454,2.030627965927124,0.47272634506225586
3,2.040428876876831,0.4694886803627014,1.9766725301742554,0.481269896030426
4,1.99258553981781,0.47811654210090637,1.949584722518921,0.4849771559238434
5,1.9619641304016113,0.4842335283756256,1.9261558055877686,0.4902516007423401
6,1.9379239082336426,0.48761221766471863,1.9147753715515137,0.4921052157878876
7,1.9186339378356934,0.4911341369152069,1.9026412963867188,0.49454864859580994
8,1.9027026891708374,0.49428531527519226,1.8911868333816528,0.49653708934783936
9,1.8891613483428955,0.4960547089576721,1.8840265274047852,0.49918273091316223
