,loss,accuracy,val_loss,val_accuracy
0,3.178994655609131,0.2612929344177246,2.657226800918579,0.333671897649765
1,2.586484909057617,0.343024343252182,2.4532787799835205,0.3621777296066284
2,2.449172258377075,0.3615749180316925,2.3516733646392822,0.3754127621650696
3,2.366788625717163,0.3734229505062103,2.2850840091705322,0.38630324602127075
4,2.310373306274414,0.3829924166202545,2.2377967834472656,0.3945986032485962
5,2.265279769897461,0.39149028062820435,2.19877028465271,0.4047776758670807
6,2.2288012504577637,0.3991279602050781,2.163986921310425,0.4124108552932739
7,2.1988019943237305,0.4060821831226349,2.1353182792663574,0.42194560170173645
8,2.172386884689331,0.4126952290534973,2.114281177520752,0.4257487654685974
9,2.1493396759033203,0.41812482476234436,2.095905303955078,0.4326839745044708
