,loss,accuracy,val_loss,val_accuracy
0,2.753450393676758,0.34304413199424744,2.2366843223571777,0.4113415479660034
1,2.0891213417053223,0.45144131779670715,1.9043384790420532,0.5004664659500122
2,1.8812072277069092,0.5026443004608154,1.7935734987258911,0.518777072429657
3,1.8058321475982666,0.5185776352882385,1.7527552843093872,0.5307592749595642
4,1.763814091682434,0.527949333190918,1.7309108972549438,0.5334682464599609
5,1.7371279001235962,0.5329625606536865,1.7084062099456787,0.5389647483825684
6,1.7166059017181396,0.537531852722168,1.692291021347046,0.5452930927276611
7,1.6990348100662231,0.5420336127281189,1.6810708045959473,0.5471814870834351
8,1.6831257343292236,0.54600989818573,1.6709344387054443,0.5499353408813477
9,1.6688127517700195,0.5492808818817139,1.6602898836135864,0.5521609783172607
