,loss,accuracy,val_loss,val_accuracy
0,3.083081007003784,0.25330033898353577,2.56144380569458,0.336927592754364
1,2.3962106704711914,0.3756275475025177,2.2061100006103516,0.4291612505912781
2,2.155315637588501,0.4438525140285492,2.0438458919525146,0.4670545160770416
3,2.046325445175171,0.4665529131889343,1.9773298501968384,0.4794922471046448
4,1.992594838142395,0.4763036072254181,1.949125051498413,0.48300689458847046
5,1.9623408317565918,0.4820789396762848,1.9263399839401245,0.48925134539604187
6,1.9384558200836182,0.48699694871902466,1.9095821380615234,0.48988261818885803
7,1.919013500213623,0.48964574933052063,1.8970551490783691,0.49165698885917664
8,1.9042218923568726,0.4928320050239563,1.8845481872558594,0.4958370327949524
9,1.8890762329101562,0.49465760588645935,1.879365086555481,0.49512046575546265
