flight_numb,seq,numb_in_seq
N101NN,JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK LAX JFK LAX JFK BOS JFK LAX JFK LAX JFK LAX JFK SFO LAX JFK JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK BOS JFK SFO JFK SFO JFK LAX JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK LAX JFK BOS JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK BOS JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK LAX JFK LAX JFK BOS JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK JFK JFK LAX LAX JFK JFK SFO SFO JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK SFO SFO JFK JFK LAX LAX JFK JFK BOS BOS JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK SFO SFO JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK SFO SFO JFK JFK MIA MIA LAX LAX BOS BOS JFK JFK LAX LAX JFK JFK SFO SFO JFK JFK BOS BOS JFK JFK LAX LAX MIA MIA LAX LAX JFK JFK SFO SFO JFK JFK BOS BOS JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK SFO SFO JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK LAX MIA LAX MIA LAX JFK SFO JFK LAX JFK LAX MIA LAX JFK LAX JFK SFO JFK SFO JFK LAX JFK SFO JFK LAX JFK LAX JFK BOS JFK LAX JFK SFO JFK LAX JFK LAX JFK LAX JFK LAX JFK BOS JFK LAX JFK SFO JFK SFO JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK BOS JFK LAX JFK SFO JFK SFO JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK LAX JFK LAX JFK LAX JFK SFO JFK BOS JFK LAX JFK JFK SFO BOS JFK LAX JFK SFO JFK SFO JFK LAX JFK LAX JFK SFO JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK SFO JFK LAX JFK LAX JFK LAX JFK LAX JFK SFO,425
N102NN,JFK LAX JFK SFO JFK LAX JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK SFO LAX JFK JFK LAX JFK LAX JFK BOS JFK LAX JFK LAX JFK SFO JFK LAX JFK LAX JFK SFO JFK LAX JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK LAX JFK SFO JFK LAX JFK BOS JFK SFO JFK SFO JFK LAX JFK SFO JFK LAX JFK BOS JFK SFO JFK SFO JFK LAX JFK LAX JFK BOS JFK LAX JFK LAX JFK LAX JFK SFO JFK SFO JFK SFO JFK LAX JFK LAX JFK BOS JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK BOS JFK LAX JFK LAX JFK LAX JFK LAX LAX JFK JFK SFO SFO JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK BOS BOS JFK JFK LAX LAX JFK JFK SFO SFO JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK SFO SFO JFK JFK SFO SFO JFK JFK LAX LAX JFK JFK SFO SFO JFK JFK SFO SFO JFK JFK SFO SFO JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK BOS BOS JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK SFO SFO JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX MIA MIA LAX LAX JFK JFK BOS BOS JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK SFO SFO JFK JFK SFO SFO JFK JFK LAX LAX JFK JFK SFO SFO JFK SFO JFK LAX JFK SFO JFK LAX JFK BOS JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK LAX JFK SFO JFK BOS JFK LAX JFK LAX JFK SFO JFK LAX JFK LAX JFK BOS JFK LAX JFK BOS JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK BOS JFK SFO JFK LAX JFK LAX JFK BOS JFK LAX JFK LAX JFK SFO JFK BOS JFK LAX JFK LAX JFK SFO JFK JFK LAX BOS JFK LAX JFK SFO JFK SFO JFK SFO JFK BOS JFK LAX JFK SFO JFK LAX JFK LAX JFK SFO JFK LAX JFK LAX JFK LAX JFK BOS JFK LAX JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK LAX JFK BOS JFK LAX JFK SFO JFK SFO JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX,423
N102UW,CLT TPA CLT DTW CLT TPA CLT TPA CLT DCA CLT BWI CLT TPA CLT ILM CLT RSW CLT PBI CLT CLT DCA BOS PHL BOS PHL FLL PHL FLL CLT BDL CLT SYR CLT CLT ILM SAT CLT BOS PHL BOS PHL FLL PHL RSW PHL PBI PHL FLL CLT BDL CLT JAX CLT JFK CLT JAX CLT DCA CLT RSW CLT PBI CLT RDU PHX SMF PHX SJC PHX DTW PHX BOI PHX AUS PHX SNA PHX ATL PHX DTW PHX CLT PHX MSP PHX ATL CLT SAV CLT LGA CLT BOS PHL BOS PHL PBI PHL FLL PHL FLL PHL MCO PHL FLL PHL MCO PHL FLL PHL MCO PHL PVD PHL FLL PHL RSW PHL PBI PHL CLT PBI CLT BWI CLT RIC CLT MCI CLT BOS CLT DCA MEM DCA TPA PHL PVD PHL BOS PHL CLT ALB CLT BOS PHL FLL PHL RSW PHL PBI PHL CLT RSW CLT BWI CLT RIC CLT CLE CLT BDL CLT BWI CLT DTW CLT CHS CLT MSY CLT IAH CLT TPA CLT PIT CLT BOS CLT RIC CLT CLE CLT BDL CLT BWI CLT BOS PHL BOS PHL CLT DTW CLT MSP CLT TPA CLT ORF CLE CLE CLT CLT DCA DCA MCO MCO DCA DCA MCO MCO DCA DCA MEM MEM DCA DCA TPA TPA PHL PHL CLT CLT BOS BOS CLT CLT TPA TPA PHL PHL CLT CLT RDU RDU CLT CLT SAT SAT CLT CLT PBI PBI CLT CLT DCA DCA TPA TPA CLT CLT PHL PHL CLT CLT MSP MSP CLT CLT JAX JAX CLT CLT RDU RDU CLT CLT SYR SYR CLT CLT CLE CLE CLT CLT DCA DCA MCO MCO DCA DCA CLT CLT DTW DTW CLT CLT MSY MSY CLT CLT PHL PHL CLT CLT MSP MSP CLT CLT TPA TPA CLT CLT MSY MSY CLT CLT BNA BNA PHL PHL FLL FLL PHL PHL FLL FLL PHL PHL CLT CLT RDU RDU CLT CLT BOS PHL MCO PHL FLL PHL CLT RDU CLT PIT CLT CLE CLT RDU CLT BOS CLT IND CLT ALB CLT RDU CLT CLE PHL BOS PHL CLT RDU CLT PHX ONT PHX DTW CLT PIT CLT MSP CLT MDT CLT CHS CLT MEM CLT MEM CLT MSP CLT MSY CLT IAH CLT DCA CLT ORF CLT DCA CLT STX CLT ALB CLT BOS PHL BOS PHL CLT MDT CLT RDU CLT MEM CLT AUS CLT CLE CLT PVD CLT BNA CLT DCA CLT DCA CLT MDT TPA CLT RDU CLT BOS PHL CLT ROC CLT IAH CLT BDL CLT MEM CLT MSP CLT ROC CLT RDU CLT DTW CLT RDU CLT ALB CLT ALB CLT CHS CLT BNA PHL CLT BNA CLT RIC CLT PHL TPA PHL MCO PHL CLT BUF CLT BNA CLT CLT MSY CLT SYR CLT IAH CLT PHL MSY PHL RSW PHL PBI PHL BOS PHL CLT RDU CLT BOS PHL RSW PHL PBI PHL CLT CLE CLT,488
N103NN,JFK SFO JFK SFO JFK SFO JFK SFO JFK LAX JFK LAX JFK JFK LAX SFO JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK LAX JFK SFO JFK BOS JFK SFO JFK LAX JFK LAX JFK SFO JFK SFO JFK SFO JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK SFO JFK SFO JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK LAX JFK LAX JFK LAX SFO JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK LAX JFK LAX JFK SFO JFK SFO JFK SFO JFK LAX JFK LAX JFK BOS JFK LAX JFK LAX JFK BOS JFK SFO JFK LAX JFK LAX JFK LAX JFK JFK JFK JFK JFK SFO SFO BOS BOS JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK SFO SFO JFK JFK SFO SFO JFK JFK SFO SFO JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK SFO SFO JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK SFO SFO JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK BOS BOS JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK SFO SFO JFK JFK LAX LAX SFO SFO JFK JFK JFK JFK SFO SFO JFK JFK DCA DCA JFK JFK LAX LAX JFK JFK SFO SFO JFK JFK LAX LAX JFK JFK SFO SFO JFK JFK LAX LAX JFK JFK BOS BOS JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK BOS BOS JFK JFK LAX LAX JFK JFK LAX LAX JFK SFO JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK BOS JFK LAX JFK BOS JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK BOS JFK LAX JFK SFO JFK SFO JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK SFO JFK LAX JFK SFO JFK BOS JFK LAX JFK LAX JFK SFO JFK SFO JFK LAX JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK BOS JFK LAX JFK SFO JFK LAX JFK LAX JFK LAX JFK BOS JFK LAX JFK LAX JFK SFO JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK BOS JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK LAX JFK LAX JFK JFK SFO BOS JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK LAX JFK,431
N103US,MSY CLT JAX CLT IAH CLT DCA CLT RDU CLT ATL CLT BDL CLT BWI CLT CLT DTW CLT MYR CLT LGA ILM CLT EWR CLT LGA CLT DCA TPA PHL CLT RDU CLT TPA PHL CLT SYR CLT BOS PHL BOS PHL FLL PHL FLL CLT IAH CLT MSP CLT SLC CLT TPA CLT BWI CLT DCA MEM DCA TPA PHL RSW PHL PBI PHL RSW PHL PBI PHL CLT MCO CLT ORF CLT RDU CLT ILM CLT BOS PHL BOS PHL FLL PHL CLT TPA CLT BWI CLT MSY CLT EWR CLT BWI CLT IAH CLT ILM CLT CLE CLT RIC CLT MCI CLT DCA MCO DCA MCO DCA CLT EWR CLT RDU CLT BUF CLT PVD PHL CLT SAV CLT ILM CLT BOS LGA RDU LGA ATL PHL CLT RSW CLT IAH CLT TPA CLT BWI CLT TPA CLT MSY CLT TPA CLT BWI CLT AUS CLT TPA PHL PVD PHL BOS PHL CLT ALB CLT DCA MCO DCA MCO DCA CLT BWI CLT PBI CLT RIC CLT TPA CLT PBI CLT TPA CLT BWI CLT AUS CLT DTW CLT DCA MCO DCA MCO DCA CLT LGA CLT BOS CLT TPA PHL CLT RDU CLT TPA CLT CLE CLT AUS CLT BNA CLT PWM CLT IAH CLT IAH CLT TPA PHL CLT RDU CLT MSY CLT BOS CLT DCA PBI DCA TPA PHL RSW PHL PVD PHL FLL PHL FLL PHL RSW PHL PBI PHL FLL RSW RSW PHL PHL MSY MSY PHL PHL CLE CLE PHL PHL PVD PVD PHL PHL CLT CLT CLE CLE CLT CLT RSW RSW CLT CLT TPA TPA PHL PHL ORD ORD CLT CLT MSY MSY CLT CLT ORF ORF CLT CLT RDU RDU CLT CLT CLE CLE CLT CLT DCA DCA MCO MCO DCA DCA MCO MCO DCA DCA MEM MEM DCA DCA TPA TPA PHL PHL PVD PVD PHL PHL BOS BOS PHL PHL FLL FLL PHL PHL FLL FLL PHL PHL PVD PVD PHL PHL RSW RSW PHL PHL CLT CLT CLE CLE CLT CLT IAH IAH CLT CLT DCA DCA CLT CLT RSW RSW CLT CLT BWI BWI CLT CLT RIC RIC CLT CLT JAX JAX CLT CLT TPA TPA CLT CLT AUS AUS CLT CLT RIC RIC CLT CLT BDL BDL CLT CLT BWI BWI CLT CLT BNA BNA CLT CLT BUF BUF CLT CLT RDU RDU CLT CLT BNA BNA CLT CLT PHL PHL MCI MCI PHL PHL FLL FLL PHL PHL FLL FLL PHL PHL SLC SLC PHL PHL DTW DTW PHL PHL CLT CLT RDU RDU CLT CLT BOS BOS PHL PHL SLC SLC PHL PHL RSW RSW PHL PHL BNA BNA PHL PHL MCO MCO PHL PHL CLT CLT CLE CLE CLT CLT DCA DCA MCO MCO DCA DCA PBI PBI DCA DCA TPA TPA PHL PHL RDU RDU PHL PHL DTW DTW PHL PHL CLT CLT JAX JAX CLT CLT PIT PIT CLT CLT SAT CLT LGA CLT BWI CLT DCA CLT PIT CLT RDU CLT RSW PHL PBI PHL BNA PHL CLT DCA CLT BNA CLT RDU CLT ORF CLT DCA CLT DTW CLT RDU CLT CLE CLT LGA CLT RDU CLT PIT CLT IAH CLT RDU CLT CLE PHL PHL BOS PHL FLL PHL RSW PHL CLT DCA CLT BNA PHL RSW PHL PBI PHL BNA CLT ORF CLT ORF CLT RDU CLT CLE CLT LGA CLT DCA TPA CLT PIT CLT DCA MCO DCA MCO DCA PBI DCA TPA PHL CLE CLT BDL CLT RDU CLT PIT CLT PIT CLT CLE CLT MEM CLT DCA CLT MSY CLT DCA CLT CHS CLT PIT CLT MSP CLT CLE CLT MEM CLT MSP CLT CLE CLT SYR CLT IAH CLT CLE CLT DCA MCO DCA MCO DCA PBI DCA TPA PHL CLE PHL CLT ALB CLT OMA CLT RDU CLT ALB CLT DTW CLT MSY CLT MEM CLT MSP CLT PIT CLT GSO CLT IAH CLT CLE CLT DCA MCO DCA MCO DCA PBI DCA CLT TPA CLT PIT,659
N104NN,JFK SFO JFK SFO JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK JFK LAX LAX JFK JFK SFO SFO JFK JFK LAX LAX JFK JFK SFO SFO JFK JFK LAX LAX JFK JFK SFO SFO JFK JFK LAX LAX LAX LAX JFK JFK SFO SFO JFK JFK LAX LAX JFK JFK SFO SFO JFK JFK SFO SFO JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK BOS BOS JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK SFO SFO JFK JFK LAX LAX JFK JFK BOS BOS JFK JFK LAX LAX MIA MIA LAX LAX JFK JFK SFO SFO JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX MIA MIA LAX LAX MIA MIA LAX LAX JFK JFK LAX LAX JFK JFK SFO SFO JFK JFK LAX LAX JFK JFK BOS BOS JFK JFK LAX JFK LAX JFK LAX JFK LAX MIA LAX JFK SFO JFK LAX JFK LAX JFK BOS JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK BOS JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK BOS JFK LAX JFK SFO JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK LAX JFK BOS JFK LAX JFK LAX JFK LAX JFK SFO JFK BOS JFK LAX JFK LAX JFK SFO JFK LAX JFK BOS JFK LAX JFK LAX JFK BOS JFK LAX JFK SFO JFK SFO JFK LAX JFK LAX JFK BOS JFK LAX JFK LAX JFK LAX JFK BOS JFK LAX JFK SFO JFK SFO JFK SFO JFK LAX JFK BOS JFK LAX JFK BOS JFK LAX JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK SFO JFK SFO JFK LAX JFK SFO JFK LAX,325
N104UW,ORD CLT SRQ CLT BDL CLT ATL CLT DCA MCO DCA MCO DCA RSW DCA TPA PHL PVD PHL FLL PHL MCO PHL CLT ALB CLT JAX CLT BUF CLT BOS PHL CLT TPA CLT LGA CLT SLC CLT RSW CLT ORF CLT ILM CLT BOS PHL BOS PHL PBI PHL RSW PHL CLT ALB CLT BOS PHL BOS PHL FLL PHL RSW PHL PBI PHL RSW PHL PVD PHL BOS PHL CLT ALB CLT ORF CLT TPA PHL CLT RDU CLT TPA PHL CLT RDU CLT TPA PHL CLT TPA PHL CLT RDU CLT MCO CLT ORF CLT ILM CLT JAX CLT DCA MCO DCA MCO DCA CLT CLE CLT BWI CLT RDU CLT MCI CLT BWI CLT FLL CLT BOS PHL BOS PHL CLT SYR CLT CLT RIC CLT ILM MCI CLT MSY CLT MCO CLT ORF CLT ILM CLT BOS PHL BOS PHL CLT ALB CLT PIT CLT MCO CLT LGA CLT PIT CLT TPA CLT AUS CLT TPA CLT DCA MCO DCA MCO CLT DCA CLT DCA CLT SYR ORF CLT PBI CLT BUF CLT TPA CLT PIT CLT IAH CLT RIC CLT CLE CLT PBI CLT EWR CLT TPA CLT AUS CLT TPA CLT JFK CLT JFK CLT JAX CLT DCA MCO DCA MCO DCA CLT TPA MSP CLT AUS CLT CHS CLT CLT BUF CLT JAX CLT RSW CLT IAH CLT LGA CLT PWM CLT BWI CLT IAH CLT RSW CLT DCA TPA PHL BOS PHL RSW PHL PBI PHL RSW PHL RSW PHL PBI PHL CLT RSW CLT BWI CLT RIC CLT CLE CLT DCA MCO DCA MCO DCA CLT BWI CLT TPA CLT PHL PHL SAT SAT PHL PHL MSY MSY PHL PHL JAX JAX PHL PHL FLL FLL PHL PHL SAT SAT PHL PHL CLT CLT PBI PBI CLT CLT BNA BNA CLT CLT JAX JAX CLT CLT BOS BOS CLT CLT DCA DCA MEM MEM DCA DCA TPA TPA PHL PHL CLT CLT CLE CLE CLT CLT IAH IAH CLT CLT BOS BOS PHL PHL BDL BDL PHL PHL CLT CLT PWM PWM CLT CLT BWI BWI CLT CLT BOS BOS PHL PHL CLT CLT BUF BUF CLT CLT PBI PBI CLT CLT TPA TPA CLT CLT CLE CLE CLT CLT TPA TPA CLT CLT DCA DCA CLT CLT RSW RSW CLT CLT IAH IAH CLT CLT SYR SYR CLT CLT BNA BNA CLT CLT SYR SYR CLT CLT PHL PHL CLT CLT MSP MSP PIT CLT BNA CLT SRQ CLT RDU CLT DCA CLT RDU CLT BDL CLT BNA CLT RDU CLT LGA CLT SYR CLT DCA MCO DCA MCO DCA PBI DCA TPA PHL CLT MDT CLT DCA PBI DCA TPA PHL CLE CLT LGA CLT RDU CLT PIT CLT IAH CLT RSW PHL MSY PHL BDL PHL FLL PHL CLT DCA CLT BOS PHL CLT MDT CLT DTW CLT DCA MCO DCA MCO DCA PBI DCA TPA PHL CLE CLT LGA CLT RDU CLT MSP CLT IAH CLT DCA CLT DCA TPA PHX TPA CLT PBI CLT MDT CLT ALB CLT IAH CLT RIC CLT PVD CLT TPA CLT DCA CLT LGA CLT SAT CLT CLE CLT DTW CLT DCA CLT ORF CLT DTW CLT MEM CLT MSP CLT MDT CLT OMA CLT RIC CLT CLT GSO CLE CLT MEM CLT RDU CLT STX CLT CHS CLT PIT CLT DCA TPA PHL CLT DCA CLT BOS PHL BOS PHL CLT RDU CLT BOS PHL RSW PHL MSY PHL BDL PHL CLT ORF CLT DTW,577
N105NN,JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK SFO JFK SFO JFK LAX JFK JFK SFO SFO JFK LAX JFK LAX JFK SFO JFK SFO JFK SFO JFK LAX JFK LAX JFK BOS JFK LAX JFK SFO JFK BOS JFK SFO JFK LAX JFK SFO JFK SFO JFK LAX JFK SFO JFK SFO JFK LAX JFK LAX JFK LAX JFK LAX JFK SFO JFK BOS JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK BOS JFK SFO JFK SFO JFK LAX JFK SFO JFK LAX JFK LAX SFO JFK JFK SFO JFK LAX JFK LAX JFK LAX JFK JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK BOS BOS JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK SFO SFO JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK BOS BOS JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK SFO SFO JFK JFK SFO SFO JFK JFK LAX LAX JFK JFK BOS BOS JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK LAX LAX JFK JFK SFO SFO JFK JFK LAX LAX JFK JFK BOS BOS JFK JFK LAX LAX JFK JFK SFO SFO JFK JFK LAX LAX JFK JFK LAX LAX MIA MIA LAX MIA LAX JFK LAX JFK SFO JFK SFO JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK LAX JFK SFO JFK LAX JFK SFO JFK SFO JFK LAX JFK SFO JFK BOS JFK LAX JFK SFO JFK LAX JFK SFO JFK BOS JFK LAX JFK SFO JFK BOS JFK LAX JFK LAX JFK LAX JFK BOS JFK LAX JFK SFO JFK SFO JFK LAX JFK LAX JFK LAX JFK LAX JFK LAX JFK SFO JFK LAX JFK BOS JFK LAX JFK JFK LAX BOS JFK LAX JFK LAX JFK LAX JFK SFO JFK BOS JFK LAX JFK BOS JFK LAX JFK SFO JFK LAX JFK LAX JFK BOS JFK LAX JFK LAX JFK SFO JFK LAX JFK BOS JFK LAX JFK LAX JFK LAX JFK LAX JFK BOS JFK LAX JFK,367
N105UW,SAT PHX RNO PHX ATL PHX DTW PHX BOI PHX SNA PHX SNA PHX SNA PHX MSP PHX DSM PHX BOS CLT MYR CLT LGA CLT JFK CLT JAX CLT RDU CLT MEM CLT BUF CLT PIT CLT MYR CLT DCA PBI DCA TPA PHL CLT PBI CLT RSW CLT PIT CLT MSP CLT SLC CLT CHS CLT SLC CLT MCO CLT ORF CLT IAH CLT BWI CLT EWR CLT BWI CLT RDU CLT MSY CLT BWI CLT MSY CLT DCA TPA PHL PBI PHL FLL PHL FLL PHL MCO PHL RSW PHL PBI PHL FLL PHL BOS PHL FLL PHL FLL PHL FLL PHL MCO DCA CLT CLE CLT BWI CLT JAX CLT DCA MCO DCA MCO DCA CLT MSY CLT BWI CLT RIC CLT PWM CLT ALB CLT BWI CLT RSW CLT SAV CLT IND CLT BOS PHL BOS PHL FLL PHL FLL PHL FLL PHL MCO PHL CLT RSW CLT ORF CLT DCA MEM DCA TPA PHL STL RSW PHL PBI PHL ORD PHL CLT TPA CLT TPA CLT BNA CLT BUF CLT RSW CLT CLT RDU SAT CLT BOS CLT DCA MEM DCA TPA PHL PVD PHL BOS PHL CLT RDU CLT RSW CLT BWI CLT DCA PBI DCA TPA PHL RSW PHL FLL PHL RSW PHL PBI PHL PVD PHL BOS PHL CLT MCI CLT MSP CLT TPA PHL CLT RDU CLT TPA PHL CLT RDU CLT BWI CLT IAH CLT MSY CLT IAH CLT MCO CLT PVD CLT IAH CLT RDU CLT IND CLT DCA MEM DCA DTW DTW CLT CLT BWI BWI CLT CLT TPA TPA CLT CLT CLE CLE CLT CLT DCA DCA TPA TPA CLT CLT BOS BOS CLT CLT BOS BOS PHL PHL BOS BOS PHL PHL RSW RSW PHL PHL BOS BOS PHL PHL SAT SAT PHL PHL CLT CLT MSY MSY CLT CLT BNA BNA CLT CLT BUF BUF CLT CLT PBI PBI CLT CLT RIC RIC CLT CLT PWM PWM CLT CLT DCA DCA MEM MEM DCA DCA TPA TPA PHL PHL RSW RSW PHL PHL BOS BOS PHL PHL SAT SAT PHL PHL PBI PBI PHL PHL RSW RSW PHL PHL SAT SAT PHL PHL PBI PBI PHL PHL CLT CLT TPA TPA CLT CLT ORF ORF CLT CLT RIC RIC CLT CLT JAX JAX CLT CLT BWI BWI CLT CLT JFK JFK CLT CLT DCA DCA MCO MCO DCA DCA PBI PBI DCA DCA TPA TPA PHL PHL RDU RDU CLT CLT DTW DTW CLT CLT TPA TPA PHL PHL BNA BNA PHL PHL CLT CLT DCA DCA CLT CLT MSP MSP CLT CLT BOS BOS PHL PHL MCO MCO PHL PHL SLC SLC PHL PHL RSW RSW PHL PHL BNA BNA PHL PHL MCO MCO PHL PHL FLL FLL PHL PHL CLT CLT RDU RDU CLT CLT BOS BOS PHL PHL TPA TPA PHL PHL SFO SFO PHL BNA PHL BNA CLT RDU CLT DTW CLT MSY CLT IAH CLT BOS CLT STL CLT MSY CLT DCA MCO DCA MCO DCA PBI DCA TPA PHL RDU CLT CHS CLT BWI CLT MSY CLT ORF CLT RDU CLT ALB CLT MEM CLT ORF CLT MDT CLT BOS PHL BOS PHL CLT MDT CLT MEM CLT LGA CLT SYR CLT ORF CLT ORF CLT TPA PHL MSY PHL BDL PHL BNA PHL CLT ALB CLT MSP CLT MSP CLT RDU CLT CHS CLT RIC CLT BUF CLT TPA CLT MSY CLT GSO CLT BOS CLT DCA CLT PIT CLT IAH CLT RIC CLT MEM CLT AUS CLT RIC CLT MSY CLT GSO CLT BOS CLT PVD CLT DCA CLT PIT CLT CHS CLT BOS PHL BOS PHL CLT RDU CLT BNA CLT TPA PHL RDU PHL CLT CHS CLT CHS CLT BOS PHL CLT ALB CLT MSP CLT DCA CLT RDU CLT RDU CLT BWI CLT PHL BOS PHL CLT MDT CLT SYR CLT BDL CLT IAH CLT RDU CLT CHS CLT CHS CLT CLT BOS PHL BOS PHL CLT SYR CLT ALB CLT OMA CLT DCA CLT STX CLT CLE CLT DCA MCO DCA MCO DCA CLT BNA CLT DTW CLT SYR CLT DCA TPA CLT MSY CLT RDU CLT DCA CLT LGA CLT PWM CLT ALB CLT PIT CLT GSO CLT IAH CLT PIT,700
