flight_numb,seq,numb_in_seq
N101DQ,MSP MCO MSP ATL SAN MSP BOS MSP BOS MSP LGA PBI LGA PBI LGA MIA LGA MIA LGA DTW MCO DTW MCO DTW MCO DTW MCO,27
N101DU,IAH LGA IAH SLC SJC SEA SJC SEA SFO SEA SFO SEA SFO SEA SFO SEA SFO SEA SFO SEA SJC SLC DFW DTW DFW LGA DFW LGA DFW LGA DFW DTW DFW SLC SJC SEA SJC SEA SJC SLC IAH LGA IAH LGA IAH LGA DFW DTW EWR DTW DFW DTW EWR DTW DFW MSP EWR DTW DFW LGA DFW LGA DFW DTW DFW DTW DFW SLC DFW JFK DTW JFK DFW LGA IAH LGA BOS LGA DFW MSP DFW SLC SFO SLC DFW SLC SFO SLC IAH SLC IAH MSP EWR DTW DFW LGA DFW LGA IAH LGA BOS LGA DFW DTW IAH DTW DFW DTW DFW DTW EWR DTW JFK DFW JFK DTW JFK DFW DTW EWR DTW DFW DTW EWR DTW EWR MSP DFW SLC SFO SLC DFW DTW DFW LGA DFW LGA IAH LGA IAH LGA IAH SLC SNA SLC IAH LGA DFW LGA RSW LGA DFW DTW DFW LGA DFW DTW JFK DFW DTW EWR DTW EWR MSP IAH SLC SJC SLC SNA SLC SNA SLC SNA SLC SJC SEA SJC SEA SFO SEA SFO SEA SFO SEA SFO SEA SFO SEA SJC SLC SFO SLC IAH SLC IAH LGA DFW DTW EWR DTW EWR MSP IAH SLC SJC JFK IAH JFK DFW LGA IAH JFK IAH JFK DFW JFK IAH LGA IAH LGA SLC SLC SJC SJC SEA SEA SJC SJC SLC SLC IAH IAH LGA LGA DFW DFW LGA LGA DFW DFW LGA LGA DFW DFW SLC SLC SFO SFO SEA SEA SFO SFO SEA SEA SFO SFO SEA SEA SFO SFO SEA SEA SFO SFO SLC SLC SNA SNA SLC SLC SJC SJC SEA SEA SJC SJC SLC SLC DFW DFW SLC SLC SNA SNA SLC SLC SFO SFO SLC SLC DFW DFW SLC SLC SNA SNA SLC SLC SJC SJC SLC SLC DFW DFW SLC SLC SNA SNA SLC SLC SNA SNA SLC SLC DFW DFW LGA LGA IAH IAH LGA LGA IAH IAH SLC SLC IAH IAH MSP MSP EWR EWR DTW DTW BOS BOS DTW DTW DFW DFW DTW DTW DFW DFW MSP MSP AUS AUS MSP MSP DFW DFW LGA LGA DFW DFW MSP MSP AUS AUS SLC SLC SJC SJC SLC SLC DFW DFW SLC SLC SNA SNA SLC SLC DFW DFW LGA LGA IAH IAH LGA LGA IAH IAH JFK JFK DTW DTW DFW DFW DTW DTW DFW DFW MSP MSP AUS AUS SLC SLC SFO SFO SEA DEN SEA DEN SEA SFO SEA SFO SEA SFO SEA DEN SEA SFO SLC CMH DTW DFW SLC SNA SLC DFW DTW DFW SLC SNA SLC SNA SLC SJC SEA FAI SEA SFO SEA SFO SLC DFW SLC SNA SLC DFW SLC SNA SLC DFW SLC DFW DTW DFW MSP DFW DTW BOS LGA DFW LGA IAH LGA IAH LGA DFW DTW DFW SLC SLC DFW DTW DFW MSP DFW DTW DFW MSP DFW JFK JAX JFK IAH JFK IAH JFK BOS JFK JAX JFK IAH SLC DFW SLC SFO SEA FAI SEA SJC SLC DFW DTW DFW LGA DFW LGA MSY LGA IAH LGA IAH LGA IAH LGA BOS LGA IAH LGA IAH SLC IAH MSP EWR MSP IAH SLC SJC SLC SNA SLC DFW DTW DFW MSP DFW SLC SNA SLC DFW SLC SNA SLC DFW SLC DFW JFK DTW JFK DFW LGA DFW LGA IAH LGA IAH LGA DFW MSP DFW SLC DFW MSP DFW SLC SNA SLC SNA SLC DEN SLC SFO SEA FAI SEA SFO SEA SFO SLC DFW LGA DFW JFK DTW JFK DFW MSP DFW MSP,586
N102DU,DFW DTW JFK DFW JFK DFW LGA IAH LGA BOS LGA IAH LGA IAH SLC IAH LGA DFW DTW JFK DTW EWR DTW DFW LGA IAH LGA DFW DTW DFW DTW DFW DTW EWR DTW EWR MSP IAH SLC SNA SLC IAH LGA IAH LGA RSW LGA DTW DFW LGA DFW SLC IAH SLC IAH LGA DFW DTW JFK DFW LGA DFW LGA IAH LGA IAH SLC SFO SEA SFO SEA SFO SEA SFO SEA SFO SEA SFO SEA SFO SEA SJC SLC IAH SLC SJC SEA SJC SEA SFO SEA SFO SEA SFO SEA SFO SEA SJC SEA SFO SEA SFO SEA SFO SEA SFO SEA SJC SLC IAH SLC SFO SEA SFO SEA SFO SEA SJC SEA SFO SEA SJC SLC SNA SLC SNA SLC DFW LGA DFW SLC SNA SLC DFW DTW DFW LGA DFW DTW EWR DTW DFW LGA DFW MSP DFW DTW EWR DTW DFW SLC DFW DTW DFW LGA IAH LGA DFW DTW EWR DTW DFW LGA DFW LGA IAH LGA IAH LGA IAH LGA DFW LGA DFW SLC SJC SEA SJC SEA DEN SEA SJC SEA SFO SEA SFO SEA SFO SEA SJC SEA FAI SEA SJC SEA SFO SEA SJC SEA SFO SLC DFW LGA DFW SLC SFO SEA SFO SEA DEN SEA SJC SEA SFO SEA SLC SLC DFW DFW LGA LGA DFW DFW SLC SLC SNA SNA SLC SLC IAH IAH JFK JFK JAX JAX JFK JFK IAH IAH SLC SLC DFW DFW SLC SLC DFW DFW SLC SLC SJC SJC SEA SEA SFO SFO SEA SEA DEN DEN SEA SEA SFO SFO SEA SEA DEN DEN SEA SEA SFO SFO SEA SEA SFO SFO SEA SEA SFO SFO SLC SLC SNA SNA SLC SLC IAH IAH MSP MSP EWR EWR DTW DTW DFW DFW SLC SLC DFW DFW JFK JFK DTW DTW DFW DFW SLC SLC IAH IAH MSP MSP EWR EWR DTW DTW DFW DFW LGA LGA DFW DFW LGA LGA IAH IAH LGA LGA IAH IAH LGA LGA IAH IAH LGA LGA IAH IAH LGA LGA IAH IAH LGA LGA IAH IAH SLC SLC SJC SJC SLC SLC DFW DFW SLC SLC SNA SNA SLC SLC SNA SNA SLC SLC IAH IAH MSP MSP DFW DFW MSP MSP AUS AUS DTW DTW DFW DFW SLC SLC DFW DFW DTW DTW JFK JFK DTW DTW DFW DFW LGA LGA DFW DFW JFK JFK DTW DTW DFW DFW MSP MSP AUS AUS SLC SLC SNA SNA SLC SLC SNA SNA SLC SLC DFW DFW LGA LGA DFW DFW SLC SLC IAH IAH SLC SLC DFW DFW DTW DTW JFK JFK SLC SLC SFO SFO SEA SEA DEN DEN SEA SEA SFO SFO SEA SEA SFO SFO SEA SFO SEA SFO SEA SFO SEA DEN SEA DEN SEA SFO SEA SFO SEA DEN SEA SFO SEA SFO SEA SFO SEA SFO SLC DFW SLC SNA SLC DFW SLC DFW SLC SNA SLC DFW SLC SNA SLC IAH LGA DFW SLC SNA SLC SNA SLC IAH SLC SLC DFW SLC SNA SNA SLC SNA SLC SNA SLC SNA SLC DEN SLC SFO SEA SFO SEA SFO SLC JFK JFK IAH DFW LGA IAH LGA BOS LGA DFW LGA DFW MSP DFW DTW EWR DTW DFW LGA DFW LGA IAH LGA IAH SLC SJC SLC DFW SLC ATL SLC SNA SLC IAH SLC ATL SLC SNA SLC DEN SLC SFO SEA FAI SEA SFO SEA SFO SLC IAH SLC DFW LGA DFW JFK DTW JFK DFW MSP DFW SLC SNA SLC SNA SLC SNA SLC DFW SLC SFO SEA SFO SEA SJC SEA SMF SEA SFO SEA SJC SEA SFO SEA SJC SEA SFO SEA SJC SLC IAH SLC DFW SLC SJC SLC IAH MSP EWR DTW DFW DTW DFW DTW EWR DTW DFW LGA DFW LGA DFW DTW DFW SLC DEN SLC SFO SEA SJC SLC DFW DTW DFW LGA DFW LGA MSY LGA,643
N103DU,DFW DTW EWR DTW EWR DTW EWR MSP IAH SLC SNA SLC DFW DTW DFW DTW JFK DFW LGA DFW LGA IAH LGA BOS LGA IAH SLC DFW SLC DFW SLC SFO SLC DFW SLC SFO SLC DFW SLC SFO SLC DFW SLC DFW JFK DTW DFW LGA DFW MSP DFW DTW EWR DTW EWR MSP IAH MSP IAH LGA IAH LGA IAH LGA DFW SLC IAH SLC DFW LGA DFW JFK DTW JFK DFW SLC SJC SEA SJC SEA SFO SEA SFO SEA SFO SEA SFO SEA SJC SLC IAH MSP EWR DTW DFW LGA DFW DTW JFK DTW IAH LGA IAH SLC IAH MSP EWR MSP IAH SLC SJC SLC SFO SLC DFW DTW DFW LGA DFW LGA DFW DTW EWR DTW EWR DTW DFW DTW EWR DTW DFW SLC SNA SLC SNA SEA SFO SEA DEN SEA SJC SEA SFO SEA SFO SLC DFW DTW EWR DTW EWR DTW DFW SLC DFW DTW EWR MSP IAH SLC SJC SLC SNA SLC SNA SLC SNA SLC SJC SEA SJC SEA SFO SLC DFW LGA DFW DTW DFW SLC DFW DTW DFW SLC SNA SLC DFW SLC SNA SLC DFW DTW DFW LGA DFW LGA IAH LGA IAH LGA IAH LGA IAH LGA RSW LGA RSW LGA IAH SLC SJC SLC SFO SEA SFO SEA SFO SEA SFO SLC SJC SLC SFO SEA SFO SEA SEA SEA SJC SJC SLC SLC DFW DFW DTW DTW DFW DFW MSP MSP EWR EWR DTW DTW DFW DFW DTW DTW DFW DFW LGA LGA DFW DFW DTW DTW DFW DFW LGA LGA DFW DFW LGA LGA DFW DFW DTW DTW JFK JFK DFW DFW DTW DTW JFK JFK DFW DFW SLC SLC DFW DFW DTW DTW DFW DFW JFK JFK DTW DTW DFW DFW SLC SLC DFW DFW MSP MSP EWR EWR DTW DTW DFW DFW SLC SLC SNA SNA SLC SLC SNA SNA SLC SLC DFW DFW DTW DTW DFW DFW LGA LGA DFW DFW MSP MSP DFW DFW DTW DTW DFW DFW DTW DTW DFW DFW MSP MSP AUS AUS SLC SLC SNA SNA SLC SLC SNA SNA SLC SLC SLC SLC SFO SFO SLC SLC IAH IAH JFK JFK IAH IAH SLC SLC SNA SNA SLC SLC JFK JFK JAX JAX JFK JFK IAH IAH SLC SLC SNA SNA SLC SLC SNA SNA SLC SLC LAS LAS SLC SLC SJC SJC SLC SLC DFW DFW DTW DTW JFK JFK DTW AUS MSP DFW SLC DFW LGA DFW SLC SFO SEA SFO SEA DEN SEA SFO SEA SJC LAS SLC SJC SEA SJC SEA FAI SEA SJC SEA SFO SEA SJC SEA SFO SEA SJC SEA SFO SEA SJC SLC SNA SLC JFK SLC DFW MSP IAH SLC SJC SLC IAH SLC SNA SLC DFW DTW DFW JFK DTW JFK DFW DTW DFW MSP DFW JFK DTW JFK DFW JFK DTW EWR DTW DFW MSP DFW LGA DFW LGA IAH LGA IAH LGA IAH LGA BOS LGA DFW LGA DFW JFK IAH JFK BOS JFK JAX JFK IAH JFK IAH JFK BOS JFK JAX JFK IAH SLC DEN SLC JFK SLC DFW SLC ATL SLC DEN SLC SFO SEA SFO SLC DFW SLC DFW SLC DFW DTW DFW LGA DFW LGA IAH SLC IAH MSP EWR MSP IAH SLC SJC SLC IAH LGA IAH LGA BOS LGA DFW LGA DFW JFK DTW JFK PBI JFK DTW DFW DTW DFW SLC SJC SEA SJC SEA SFO SEA SFO SLC IAH LGA IAH LGA BOS JFK JAX JFK IAH SLC SNA SLC IAH JFK SLC DEN SLC SJC SLC,587
N104DU,DFW JFK DTW JFK DTW EWR DTW DFW SLC SFO SLC DFW DTW DFW DTW JFK DFW MSP DFW MSP IAH LGA IAH SLC IAH MSP EWR MSP IAH LGA IAH SLC SNA SLC IAH SLC IAH MSP EWR MSP IAH SLC SNA SLC IAH LGA IAH SLC DFW LGA DFW JFK DTW DFW DTW DFW DTW EWR DTW DFW LGA DFW SLC SJC SEA SJC SEA SFO SEA SFO SEA SJC SEA SFO SEA SFO SEA SFO SEA SFO SEA SFO SEA SFO SEA SFO SLC DFW LGA IAH SLC SNA SLC IAH SLC IAH MSP EWR DTW DFW LGA DFW LGA DFW SLC DFW LGA DFW JFK DTW DFW DTW DFW LGA DFW SLC SFO SLC DFW LGA DFW LGA IAH LGA DFW DTW DFW SLC SNA SLC SNA SLC SNA SLC SFO SLC DFW DTW DFW LGA DFW SLC DFW SLC SNA SLC IAH SLC DFW IAH MSP EWR DTW LGA DFW DTW DFW LGA DFW LGA DTW DFW SLC DFW DTW DFW SLC DFW JFK DTW DFW LGA IAH LGA IAH LGA DFW DTW EWR DTW EWR DTW DFW DTW DFW LGA DFW SLC SNA SLC SNA SLC SFO SEA SFO SEA SFO SEA SFO SEA SJC SEA FAI SEA SJC SLC IAH SLC SFO SLC IAH MSP DFW DTW DFW DTW DFW SLC SNA SLC IAH SLC SJC SEA SJC SEA SFO SEA SFO SEA SFO SEA SFO SLC IAH LGA LGA DFW DFW DTW DTW JFK JFK DFW DFW SLC SLC SJC SJC SEA SEA SJC SJC SLC SLC IAH IAH SLC SLC DFW DFW SLC SLC DFW DFW JFK JFK DTW DTW DFW DFW LGA LGA DFW DFW DTW DTW JFK JFK DFW DFW DTW DTW DFW DFW MSP MSP DFW DFW JFK JFK IAH IAH SLC SLC IAH IAH MSP MSP DFW DFW LGA LGA DFW DFW LGA LGA IAH IAH LGA LGA IAH IAH SLC SLC DFW DFW SLC SLC SNA SNA SLC SLC SNA SNA SLC SLC SFO SFO SLC SLC SNA SNA SLC SLC SJC SJC SEA SEA SFO SFO SEA SEA DEN DEN SEA SEA SFO SFO SEA SEA DEN DEN SEA SEA SFO SFO SEA SEA DEN DEN SEA SEA SJC SJC SLC SLC IAH IAH SLC SLC IAH IAH MSP MSP DFW DFW SLC SLC SNA SNA SLC SLC SJC SJC SLC SLC SJC SJC SEA SEA SJC SJC SLC SLC IAH IAH LGA LGA IAH IAH LGA LGA IAH IAH SLC SLC SNA SNA SLC SLC IAH IAH LGA LGA DFW DFW LGA LGA DFW DFW SLC SLC SJC SJC SLC SLC LAS LAS SLC SLC IAH IAH MSP MSP DFW DFW DTW DTW DFW DFW SLC SLC SJC SJC SLC SLC DFW DFW DTW DTW DFW DFW MSP MSP AUS AUS SLC SLC SNA SNA SLC SLC SFO SFO SEA SEA DEN DEN SEA SEA DEN DEN SEA SEA SFO SFO SEA SEA SFO SFO SEA SEA DEN DEN SEA SEA SFO SFO SEA SEA DEN DEN SEA SEA DEN SEA SJC SEA SFO SEA SFO SEA DEN SEA SFO SLC SNA SLC SFO SLC DFW LGA DFW LGA DFW LGA IAH LGA IAH LGA IAH LGA BOS LGA DFW SLC SNA SLC SNA SLC ATL SLC DEN SLC SFO SEA SJC SLC DFW SLC SNA SLC DFW DTW DFW LGA DFW IAH LGA DFW LGA LGA IAH SLC SNA SLC SJC SLC DFW SLC DFW JFK DTW JFK DFW LGA DFW LGA IAH LGA IAH LGA IAH LGA BOS DTW DFW SLC SNA SLC DEN SLC SFO SEA SFO SEA SJC SEA SFO SEA SFO SEA SJC SEA SFO SEA SJC SEA SJC SLC DFW DTW LGA IAH LGA IAH SLC IAH MSP EWR MSP IAH SLC SJC DTW SLC DFW SEA SJC SLC DFW DTW DFW LGA DFW DTW DFW DTW DFW MSP DFW LGA DFW LGA IAH LGA IAH SLC IAH MSP EWR MSP IAH SLC SLC SNA SLC IAH JFK IAH JFK JAX JFK IAH LGA DFW DTW DFW SLC SNA SLC DFW DTW DFW DTW EWR MSP DFW,669
N105DU,EWR DTW DFW DTW DFW LGA DFW SLC SJC SEA SJC SEA SFO SEA SFO SEA SFO SEA SFO SEA SFO SEA SJC SEA SFO SEA SFO SEA SFO SEA SJC SEA SJC SLC IAH LGA IAH LGA DFW LGA DFW DTW EWR DTW DFW SLC DFW DTW EWR DTW DFW LGA DFW LGA IAH LGA IAH SLC SFO SEA SFO SEA SJC SLC IAH LGA DFW SLC SFO SLC SFO SEA SFO SEA SFO SEA SFO SEA SJC SEA SJC SLC IAH LGA DFW DTW DFW SLC DFW DTW DFW LGA DFW LGA BOS LGA IAH LGA IAH SLC IAH SLC SFO SLC DFW DTW DFW DTW DFW SLC DFW DTW EWR DTW DFW SLC SNA SLC SNA SLC DFW DTW DFW SLC SNA SLC IAH SLC SFO SEA SJC SEA SFO SEA SFO SEA SFO SEA SJC SEA SJC SLC SFO SLC IAH LGA IAH LGA DFW DTW DFW DTW DFW SLC DFW DTW EWR DTW DFW LGA DFW JFK DTW EWR DTW EWR DTW DFW DTW DFW SLC DFW LGA IAH LGA BOS LGA DFW DTW DFW SLC SNA SLC DFW DTW DFW LGA DFW LGA RSW LGA DFW SLC DFW DTW EWR MSP IAH SLC SJC SLC DFW SLC SNA SLC SNA SLC DFW DTW DFW LGA DFW LGA DFW DTW DFW SLC SFO SEA SFO SEA SFO SEA SFO SEA SJC SEA FAI SEA SJC SLC DFW DTW EWR DTW EWR DTW DFW DTW DFW DTW DFW DTW JFK JFK IAH IAH JFK JFK MSP MSP EWR EWR MSP MSP IAH IAH SLC SLC SJC SJC SEA SEA FAI FAI SEA SEA DEN DEN SEA SEA SFO SFO SEA SEA SFO SFO SEA SEA SFO SFO SLC SLC SFO SFO SEA SEA SFO SFO SEA SEA SJC SJC SLC SLC SJC SJC SEA SEA FAI FAI SEA SEA SJC SJC SLC SLC DFW DFW DTW DTW DFW DFW LGA LGA DFW DFW LGA LGA IAH IAH LGA LGA DFW DFW DTW DTW EWR EWR DTW DTW DFW DFW LGA LGA DFW DFW JFK JFK DTW DTW DFW DFW SLC SLC IAH IAH MSP MSP DFW DFW DTW DTW EWR EWR DTW DTW DFW DFW LGA LGA DFW DFW SLC SLC SNA SNA SLC SLC IAH IAH JFK JFK IAH IAH JFK JFK BOS BOS JFK JFK IAH IAH JFK JFK BOS BOS JFK JFK JAX JAX JFK JFK IAH IAH SLC SLC SNA SNA SLC SLC SNA SNA SLC SLC AUS AUS DTW DTW AUS AUS MSP MSP IAH IAH LGA LGA DFW DFW SLC SLC SJC SJC SLC SLC JFK JFK SLC SLC CMH CMH SLC SLC ATL ATL SLC SLC IAH IAH MSP MSP DFW DFW SLC SLC SFO SFO SEA SEA DEN DEN SEA SEA SFO SFO SLC SLC SNA SNA SLC SLC IAH IAH MSP DFW DTW JFK IAH JFK DTW BOS DTW DFW MSP DFW DTW DFW MSP DFW DTW DFW MSP DFW LGA DFW LGA IAH LGA IAH LGA IAH LGA BOS LGA DFW LGA IAH SLC SNA SLC SJC SEA SJC SEA FAI SEA SFO SEA SFO SLC SJC SEA SFO SLC SJC SEA SJC SEA FAI SEA SJC SLC IAH SLC IAH LGA IAH MSP DFW SLC SNA SLC DFW SLC DFW SLC SNA SLC SNA SLC SNA SLC IAH JFK IAH JFK BOS JFK JAX JFK IAH IAH LGA LGA DFW LGA DFW DTW DFW DTW DFW MSP DFW MSP DFW DTW EWR DTW DFW LGA DFW LGA IAH SLC DFW SLC SJC SEA SJC SEA FAI SEA SJC SLC DFW DTW DFW LGA DFW LGA DFW DTW DFW SLC SNA SLC DFW DTW DFW JFK JAX JFK IAH SLC ATL SLC DEN SLC SNA SLC SNA SLC IAH SLC DEN SLC SFO SEA SMF SEA SFO SEA SJC SEA SFO SEA SJC SEA SFO SEA SFO SEA SFO SEA SJC SEA SFO SLC SNA SLC DFW DTW DFW MSP DFW DTW DFW SLC DFW SLC SNA SLC ATL SLC DEN SLC SLC DFW SLC DFW SLC DFW LGA IAH,664
N106DU,MSP DFW SLC IAH SLC IAH MSP EWR DTW DFW SLC IAH LGA DFW JFK DTW DFW LGA DFW LGA BOS LGA DFW DTW EWR DTW DFW LGA DFW JFK DTW DFW DTW DFW DTW EWR DTW DFW SLC SJC SEA SJC SEA SFO SEA SJC SLC IAH LGA MSY LGA BOS LGA IAH LGA BOS LGA IAH LGA IAH LGA DFW LGA BOS LGA IAH LGA IAH MSP SLC IAH EWR DTW DFW LGA DFW MSP DFW DTW DFW DTW DFW SLC DFW DTW EWR DTW DFW LGA DFW DTW DFW SLC DFW LGA DFW LGA IAH LGA IAH LGA IAH SLC SEA SJC SLC DFW DTW DFW LGA BOS LGA IAH LGA DFW LGA DFW DTW DFW SLC SJC SEA SJC SEA SFO SLC DFW LGA DFW LGA IAH LGA BOS LGA IAH LGA DFW SLC SJC SEA SJC SEA SFO SLC DFW LGA DFW SLC SNA SLC DFW DTW DFW LGA DFW SLC SFO SEA SFO SEA DEN SEA SJC SEA DEN SEA SJC SEA SFO SEA SFO SEA SFO SEA SFO SEA FAI SEA SJC SLC IAH SLC DFW SLC SNA SLC SNA SLC DFW MSP IAH SLC SJC SLC SJC SEA SJC SEA SFO SLC DFW LGA DFW DTW DFW SLC SNA SLC DFW FAI FAI SEA SEA DEN DEN SEA SEA DEN DEN SEA SEA SFO SFO SLC SLC SFO SFO SLC SLC DFW DFW DTW DTW DFW DFW MSP MSP DFW DFW DTW DTW DFW DFW MSP MSP DFW DFW DTW DTW DFW DFW LGA LGA DFW DFW LGA LGA MSY MSY LGA LGA IAH IAH LGA LGA IAH IAH LGA LGA IAH IAH LGA LGA IAH IAH LGA LGA IAH IAH LGA LGA IAH IAH LGA LGA IAH IAH SLC SLC IAH IAH MSP MSP EWR EWR DTW DTW DFW DFW LGA LGA DFW DFW MSP MSP IAH IAH JFK JFK IAH IAH JFK JFK BOS BOS JFK JFK JAX JAX JFK JFK IAH IAH SLC SLC SJC SJC SEA SEA SFO SFO SEA SEA DEN DEN SEA SEA SFO SFO SEA SEA DEN DEN SEA SEA SFO SFO SEA SEA DEN DEN SEA SEA SFO SFO SLC SLC SNA SNA SLC SLC AUS AUS DTW DTW BOS BOS DTW DTW AUS AUS MSP MSP DFW DFW DTW DTW DFW DFW MSP MSP DFW DFW DTW DTW DFW DFW MSP MSP AUS AUS SLC SLC SJC SJC SLC SLC CMH CMH SLC SLC IAH IAH LGA LGA DFW DFW LGA LGA IAH IAH JFK JFK DTW DTW DFW DFW MSP MSP AUS AUS DTW DTW EWR EWR DTW DTW AUS AUS MSP MSP DFW DFW SLC SLC SNA SNA SLC SLC SNA SNA SLC SLC DFW SLC IAH LGA DFW MSP DFW DTW DFW MSP DFW DTW DFW MSP DFW SLC SNA SLC DFW DTW DFW DTW DFW MSP DFW DTW DFW MSP DFW SLC SJC SLC DFW DTW DFW LGA DFW LGA MSY LGA IAH LGA IAH LGA IAH LGA BOS LGA DFW LGA DFW LGA IAH LGA BOS LGA DFW SLC ATL SLC DEN SLC SNA SLC IAH SLC SJC SEA SFO SEA SFO SLC DEN SLC SFO SEA SFO SEA SJC SEA FAI SEA SFO SEA SFO SLC DEN SLC SJC SLC IAH SLC IAH MSP EWR DTW DFW MSP IAH SLC SJC SLC IAH LGA IAH LGA BOS LGA DFW LGA DFW SLC SJC SEA SFO SEA FAI SEA SFO SEA SFO SLC ATL SLC IAH MSP EWR DTW EWR MSP DFW SLC SJC SLC IAH SLC IAH MSP EWR MSP SNA IAH SLC SLC DFW DTW DFW LGA DFW LGA DFW DTW DFW SLC SNA SLC SFO SLC SNA SLC DEN SLC SFO SEA FAI SEA SJC SLC IAH JFK IAH JFK BOS JFK IAH JFK BOS JFK JAX JFK IAH SLC SNA SLC DFW DTW BOS DTW DFW LGA BOS LGA DFW LGA DFW SLC SNA SLC IAH SLC DFW SLC DFW JFK DTW JFK DFW DTW DFW MSP DFW SLC SNA SLC JFK SLC DFW LGA DFW JFK DTW JFK DFW SLC SNA SLC SNA SLC,671
N107DU,DTW DFW LGA DFW LGA DFW LGA DFW JFK DTW JFK DFW SLC SJC SEA SJC SEA SFO SEA SFO SEA SFO SEA SFO SEA SJC SEA SFO SEA SFO SEA SFO SEA SFO SEA SFO SEA SFO SEA SFO SEA SFO SLC DFW LGA DFW LGA IAH LGA DFW LGA DFW LGA BOS LGA DFW MSP DFW SLC SFO SLC IAH LGA DFW LGA BOS LGA IAH LGA IAH SLC DFW LGA DFW SLC SFO SLC DFW SLC DFW SLC IAH SLC SFO SLC IAH SLC SJC SLC IAH LGA DFW LGA BOS LGA IAH LGA IAH IAH SLC LGA DFW DTW DFW JFK DTW DFW DTW DFW JFK DTW DFW LGA DFW MSP DFW LGA DFW SLC SFO SLC DFW DTW DFW LGA DFW LGA DFW DTW JFK DFW LGA IAH LGA RSW LGA DFW DTW DFW SLC DFW SLC SNA SLC SFO SLC IAH LGA DFW LGA BOS LGA DFW DTW DFW SLC DFW DTW DFW DTW DFW SLC DFW DTW JFK DFW DTW DFW DTW LGA IAH LGA IAH SLC IAH MSP EWR DTW DFW LGA DFW SLC DFW DTW EWR MSP IAH SLC SJC SLC SNA SLC SFO SLC IAH SLC SJC SEA SJC SEA SFO SLC DFW SLC SNA SLC IAH LGA IAH LGA BOS LGA DFW DTW DFW DTW DFW DTW EWR DTW EWR DTW EWR DTW DFW SLC SNA SLC SNA SLC SNA SLC DFW DTW EWR DTW EWR DTW DFW DTW SLC SLC DFW DFW SLC SLC SNA SNA SLC SLC SNA SNA SLC SLC IAH IAH MSP MSP JFK JFK JAX JAX JFK JFK IAH IAH SLC SLC DFW DFW SLC SLC IAH IAH MSP MSP EWR EWR MSP MSP IAH IAH SLC SLC DFW DFW SLC SLC SNA SNA SLC SLC IAH IAH SLC SLC IAH IAH MSP MSP DFW DFW SLC SLC DFW DFW LGA LGA DFW DFW DTW DTW JFK JFK DFW DFW SLC SLC SNA SNA SLC SLC SJC SJC SLC SLC DFW DFW SLC SLC SNA SNA SLC SLC SNA SNA SLC SLC DEN DEN SEA SEA FAI FAI SEA SEA SJC SJC SLC SLC DFW DFW DTW DTW DFW DFW LGA LGA DFW DFW LGA LGA DFW DFW DTW DTW JFK JFK DFW DFW JFK JFK DTW DTW DFW DFW LGA LGA IAH IAH LGA LGA IAH IAH LGA LGA IAH IAH LGA LGA IAH IAH LGA LGA MSP MSP DFW DFW SLC SLC LAS LAS SLC SLC SJC SJC SLC SLC DFW DFW DTW DTW BOS BOS DTW DTW AUS AUS MSP MSP IAH IAH LGA LGA BOS BOS LGA LGA BOS BOS LGA LGA DFW DFW LGA LGA IAH IAH LGA LGA DFW DFW SLC SLC SJC SJC SLC SLC IAH IAH LGA LGA DFW DFW LGA LGA DFW DFW LGA LGA DFW DFW MSP MSP AUS AUS DTW DTW DFW DFW MSP MSP AUS DTW DFW MSP DFW LGA IAH LGA DFW SLC LAS SLC SJC SLC SJC SLC SNA SLC ATL DFW DTW DFW SLC SNA SLC DFW DTW DFW JFK DTW JFK DFW DTW DFW MSP DFW DTW DFW SLC SJC SLC DFW DTW LGA IAH LGA IAH LGA IAH LGA BOS LGA DFW LGA DFW MSP DFW DTW EWR DTW DFW LGA DFW LGA DFW DTW DFW LGA DFW DTW DFW MSP DFW DTW DFW MSP DFW LGA DFW LGA IAH LGA IAH LGA DFW LGA DFW LGA BOS LGA DFW LGA DFW MSP DFW DTW EWR DTW DFW LGA DFW LGA IAH LGA IAH LGA DFW LGA DFW SLC SNA SLC DFW DTW DFW MSP DFW SLC DFW LGA IAH LGA IAH LGA IAH LGA IAH LGA IAH LGA SEA SFO SEA SFO SEA SJC SEA SFO SEA SFO SEA SFO SLC DFW SLC SNA ATL SLC IAH SLC DEN SLC SFO SEA SJC SLC SNA SLC DFW SLC SNA SLC IAH SLC IAH MSP EWR MSP IAH SLC SJC SLC IAH SLC SNA SLC IAH,649
